"","X","id","game","category","itemnum","item","RT","RTstart"
"1430",1430,"Sxqd47vsHSq",4,"Methods of Transportation",2,"plane",1072,4503
"1431",1431,"Sxqd47vsHSq",4,"Methods of Transportation",3,"boat",1360,5863
"1432",1432,"Sxqd47vsHSq",4,"Methods of Transportation",4,"walking",2504,8367
"1433",1433,"Sxqd47vsHSq",4,"Methods of Transportation",5,"jogging",2048,10415
"1434",1434,"Sxqd47vsHSq",4,"Methods of Transportation",6,"running",2873,13288
"1435",1435,"Sxqd47vsHSq",4,"Methods of Transportation",7,"train",1367,14655
"1436",1436,"Sxqd47vsHSq",4,"Methods of Transportation",8,"motocycle",3712,18367
"1437",1437,"Sxqd47vsHSq",4,"Methods of Transportation",9,"bike",1328,19695
"1438",1438,"Sxqd47vsHSq",4,"Methods of Transportation",10,"scooter",2008,21703
"1439",1439,"Sxqd47vsHSq",4,"Methods of Transportation",11,"helicoppter",7312,29015
"1440",1440,"Sxqd47vsHSq",4,"Methods of Transportation",12,"submerine",3184,32199
"1441",1441,"Sxqd47vsHSq",4,"Methods of Transportation",13,"spaceship",3984,36183
"1442",1442,"Sxqd47vsHSq",4,"Methods of Transportation",14,"bus",2487,38670
"1443",1443,"Sxqd47vsHSq",4,"Methods of Transportation",15,"subway",3800,42470
"1444",1444,"Sxqd47vsHSq",4,"Methods of Transportation",16,"skateboard",7648,50118
"1445",1445,"Sxqd47vsHSq",4,"Methods of Transportation",17,"pennyboard",3744,53862
"1446",1446,"Sxqd47vsHSq",4,"Methods of Transportation",18,"sled",6192,60054
"1447",1447,"Sxqd47vsHSq",4,"Methods of Transportation",19,"skiing",2864,62918
"1448",1448,"Sxqd47vsHSq",4,"Methods of Transportation",20,"dogslede",3152,66070
"1449",1449,"Sxqd47vsHSq",4,"Methods of Transportation",21,"eletriccar",8471,74541
"1450",1450,"Sxqd47vsHSq",5,"Units of measurement",1,"cm",4272,4272
"1451",1451,"Sxqd47vsHSq",5,"Units of measurement",2,"mm",920,5192
"1452",1452,"Sxqd47vsHSq",5,"Units of measurement",3,"ml",1280,6472
"1453",1453,"Sxqd47vsHSq",5,"Units of measurement",4,"in",2800,9272
"1454",1454,"Sxqd47vsHSq",5,"Units of measurement",5,"m",2472,11744
"1455",1455,"Sxqd47vsHSq",5,"Units of measurement",6,"ft",1208,12952
"1456",1456,"Sxqd47vsHSq",5,"Units of measurement",7,"squareftt",4800,17752
"1457",1457,"Sxqd47vsHSq",5,"Units of measurement",8,"km",3767,21519
"1458",1458,"Sxqd47vsHSq",5,"Units of measurement",9,"miles",2472,23991
"1459",1459,"Sxqd47vsHSq",5,"Units of measurement",10,"degrrees",38519,62510
"1460",1460,"Sxqd47vsHSq",6,"Animals",1,"dog",3271,3271
"1461",1461,"Sxqd47vsHSq",6,"Animals",2,"cat",1728,4999
"1462",1462,"Sxqd47vsHSq",6,"Animals",3,"zebra",2528,7527
"1463",1463,"Sxqd47vsHSq",6,"Animals",4,"lion",2544,10071
"1464",1464,"Sxqd47vsHSq",6,"Animals",5,"bass",1448,11519
"1465",1465,"Sxqd47vsHSq",6,"Animals",6,"shark",1816,13335
"1466",1466,"Sxqd47vsHSq",6,"Animals",7,"dolphine",3112,16447
"1467",1467,"Sxqd47vsHSq",6,"Animals",8,"whale",2216,18663
"1468",1468,"Sxqd47vsHSq",6,"Animals",9,"hippo",5351,24014
"1469",1469,"Sxqd47vsHSq",6,"Animals",10,"rino",3184,27198
"1470",1470,"Sxqd47vsHSq",6,"Animals",11,"buck",1888,29086
"1471",1471,"Sxqd47vsHSq",6,"Animals",12,"hawk",2504,31590
"1472",1472,"Sxqd47vsHSq",6,"Animals",13,"falcon",2656,34246
"1473",1473,"Sxqd47vsHSq",6,"Animals",14,"jaguar",2192,36438
"1474",1474,"Sxqd47vsHSq",6,"Animals",15,"bear",19311,55749
"1475",1475,"Sxqd47vsHSq",6,"Animals",16,"polarbear",4960,60709
"1476",1476,"Sxqd47vsHSq",6,"Animals",17,"stingray",6792,67501
"1477",1477,"Sxqd47vsHSq",6,"Animals",18,"eel",5096,72597
"1478",1478,"Sxqd47vsHSq",6,"Animals",19,"baracudu",5872,78469
"1479",1479,"Sxqd47vsHSq",6,"Animals",20,"orca",6079,84548
"1480",1480,"Sxqd47vsHSq",6,"Animals",21,"whal;e",1473,86021
"1481",1481,"Sxqd47vsHSq",7,"Fruits",1,"banana",2632,2632
"1482",1482,"Sxqd47vsHSq",7,"Fruits",2,"grape",2392,5024
"1483",1483,"Sxqd47vsHSq",7,"Fruits",3,"apple",1263,6287
"1484",1484,"Sxqd47vsHSq",7,"Fruits",4,"watermelon",11624,17911
"1485",1485,"Sxqd47vsHSq",7,"Fruits",5,"pineapple",21863,39774
"1486",1486,"Sxqd47vsHSq",7,"Fruits",6,"strawberry",2856,42630
"1487",1487,"Sxqd47vsHSq",7,"Fruits",7,"blackberry",3816,46446
"1488",1488,"Sxqd47vsHSq",7,"Fruits",8,"rasberry",3496,49942
"1489",1489,"Sxqd47vsHSq",7,"Fruits",9,"honeydew",2688,52630
"1490",1490,"Sxqd47vsHSq",7,"Fruits",10,"cantalope",4176,56806
"1491",1491,"Sxqd47vsHSq",7,"Fruits",11,"greenaple",7816,64622
"1492",1492,"Sxqd47vsHSq",7,"Fruits",12,"kiwwi",2407,67029
"1493",1493,"Sxqd47vsHSq",7,"Fruits",13,"greengrapes",11432,78461
"1494",1494,"Sxqd47vsHSq",8,"Countries",1,"usa",4016,4016
"1495",1495,"Sxqd47vsHSq",8,"Countries",2,"canada",1336,5352
"1496",1496,"Sxqd47vsHSq",8,"Countries",3,"mexico",4416,9768
"1497",1497,"Sxqd47vsHSq",8,"Countries",4,"bahamas",3832,13600
"1498",1498,"Sxqd47vsHSq",8,"Countries",5,"kenya",1640,15240
"1499",1499,"Sxqd47vsHSq",8,"Countries",6,"tanzania",2281,17521
"1500",1500,"Sxqd47vsHSq",8,"Countries",7,"china",5271,22792
"1501",1501,"Sxqd47vsHSq",8,"Countries",8,"japan",3888,26680
"1502",1502,"Sxqd47vsHSq",8,"Countries",9,"russia",2856,29536
"1503",1503,"Sxqd47vsHSq",8,"Countries",10,"ukraine",3840,33376
"1504",1504,"Sxqd47vsHSq",9,"Sporting Games",1,"basketball",4008,4008
"1505",1505,"Sxqd47vsHSq",9,"Sporting Games",2,"football",4411,8419
"1506",1506,"Sxqd47vsHSq",9,"Sporting Games",3,"crickket",1991,10410
"1507",1507,"Sxqd47vsHSq",9,"Sporting Games",4,"soccer",1664,12074
"1508",1508,"Sxqd47vsHSq",9,"Sporting Games",5,"softball",1968,14042
"1509",1509,"Sxqd47vsHSq",9,"Sporting Games",6,"baseball",2648,16690
"1510",1510,"Sxqd47vsHSq",9,"Sporting Games",7,"tennis",3984,20674
"1511",1511,"Sxqd47vsHSq",9,"Sporting Games",8,"golf",1080,21754
"1512",1512,"Sxqd47vsHSq",9,"Sporting Games",9,"badmiten",2288,24042
"1513",1513,"Sxqd47vsHSq",9,"Sporting Games",10,"swimming",2296,26338
"1514",1514,"Sxqd47vsHSq",9,"Sporting Games",11,"diving",1744,28082
"1515",1515,"Sxqd47vsHSq",9,"Sporting Games",12,"track",2288,30370
"1516",1516,"Sxqd47vsHSq",9,"Sporting Games",13,"shotput",2192,32562
"1517",1517,"Sxqd47vsHSq",9,"Sporting Games",14,"javlon",2064,34626
"1518",1518,"Sxqd47vsHSq",9,"Sporting Games",15,"longjump",4192,38818
"1519",1519,"Sxqd47vsHSq",9,"Sporting Games",16,"highjumnp\",3416,42234
"1520",1520,"Sxqd47vsHSq",9,"Sporting Games",17,"diving",2520,44754
"1521",1521,"Sxqd47vsHSq",9,"Sporting Games",18,"synchronizeddiving",12719,57473
"1522",1522,"Sxqd47vsHSq",9,"Sporting Games",19,"40dash",9032,66505
"1523",1523,"Sxqd47vsHSq",9,"Sporting Games",20,"100dash",4000,70505
"1524",1524,"Sxqd47vsHSq",9,"Sporting Games",21,"relayrace",4480,74985
"1525",1525,"Sxqd47vsHSq",9,"Sporting Games",22,"tag",1096,76081
"1526",1526,"Sxqd47vsHSq",9,"Sporting Games",23,"wrestling",3544,79625
"1527",1527,"Sxqd47vsHSq",9,"Sporting Games",24,"ufc",1152,80777
"1528",1528,"Sxqd47vsHSq",9,"Sporting Games",25,"jujjitsu",7575,88352
"1529",1529,"Sxqd47vsHSq",10,"Units of measurement",1,"cm",4656,4656
"1530",1530,"Sxqd47vsHSq",10,"Units of measurement",2,"mm",832,5488
"1531",1531,"Sxqd47vsHSq",10,"Units of measurement",3,"in",3480,8968
"1532",1532,"Sxqd47vsHSq",10,"Units of measurement",4,"m",528,9496
"1533",1533,"Sxqd47vsHSq",10,"Units of measurement",5,"mile",3463,12959
"1534",1534,"Sxqd47vsHSq",10,"Units of measurement",6,"feet",5784,18743
"1535",1535,"Sxqd47vsHSq",10,"Units of measurement",7,"gallon",4968,23711
"1536",1536,"Sxqd47vsHSq",10,"Units of measurement",8,"pint",1328,25039
"1537",1537,"Sxqd47vsHSq",10,"Units of measurement",9,"ounce",2336,27375
"1538",1538,"Sxqd47vsHSq",10,"Units of measurement",10,"liter",3176,30551
"1539",1539,"Sxqd47vsHSq",11,"Methods of Transportation",1,"bus",2952,2952
"1540",1540,"Sxqd47vsHSq",11,"Methods of Transportation",2,"car",856,3808
"1541",1541,"Sxqd47vsHSq",11,"Methods of Transportation",3,"bike",2320,6128
"1542",1542,"Sxqd47vsHSq",11,"Methods of Transportation",4,"running",3624,9752
"1543",1543,"Sxqd47vsHSq",11,"Methods of Transportation",5,"walking",3176,12928
"1544",1544,"Sxqd47vsHSq",11,"Methods of Transportation",6,"jumping",2776,15704
"1545",1545,"Sxqd47vsHSq",11,"Methods of Transportation",7,"skipping",3368,19072
"1546",1546,"Sxqd47vsHSq",11,"Methods of Transportation",8,"plane",1672,20744
"1547",1547,"Sxqd47vsHSq",11,"Methods of Transportation",9,"helicopter",2840,23584
"1548",1548,"Sxqd47vsHSq",11,"Methods of Transportation",10,"subway",7887,31471
"1549",1549,"Sxqd47vsHSq",11,"Methods of Transportation",11,"boat",1432,32903
"1550",1550,"Sxqd47vsHSq",11,"Methods of Transportation",12,"jetski",1528,34431
"1551",1551,"Sxqd47vsHSq",11,"Methods of Transportation",13,"skiing",2704,37135
"1552",1552,"Sxqd47vsHSq",11,"Methods of Transportation",14,"snowboarding",3600,40735
"1553",1553,"Sxqd47vsHSq",11,"Methods of Transportation",15,"sleging",3896,44631
"1554",1554,"Sxqd47vsHSq",11,"Methods of Transportation",16,"do0gsledging",2184,46815
"1555",1555,"Sxqd47vsHSq",12,"Sporting Games",1,"basketba;;",3576,3576
"1556",1556,"Sxqd47vsHSq",12,"Sporting Games",2,"football",2200,5776
"1557",1557,"Sxqd47vsHSq",12,"Sporting Games",3,"baseball",2080,7856
"1558",1558,"Sxqd47vsHSq",12,"Sporting Games",4,"soccer",1264,9120
"1559",1559,"Sxqd47vsHSq",12,"Sporting Games",5,"tennis",1184,10304
"1560",1560,"Sxqd47vsHSq",12,"Sporting Games",6,"goplf",880,11184
"1561",1561,"Sxqd47vsHSq",12,"Sporting Games",7,"waterpolo",7632,18816
"1562",1562,"Sxqd47vsHSq",12,"Sporting Games",8,"equestrian",3264,22080
"1563",1563,"Sxqd47vsHSq",12,"Sporting Games",9,"swimming",6352,28432
"1564",1564,"Sxqd47vsHSq",12,"Sporting Games",10,"diving",2223,30655
"1565",1565,"Sxqd47vsHSq",12,"Sporting Games",11,"track",3208,33863
"1566",1566,"Sxqd47vsHSq",12,"Sporting Games",12,"andfield",4120,37983
"1567",1567,"Sxqd47vsHSq",12,"Sporting Games",13,"eatinghotdogsfourthofjuly",25592,63575
"1568",1568,"Sxqd47vsHSq",12,"Sporting Games",14,"baseball",21767,85342
"1569",1569,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",1,"knfie",5768,5768
"1570",1570,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",2,"fork",1472,7240
"1571",1571,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",3,"spoon",1143,8383
"1572",1572,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",4,"'pllate",2424,10807
"1573",1573,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",5,"bowl",2048,12855
"1574",1574,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",6,"pot",2464,15319
"1575",1575,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",7,"pan",1752,17071
"1576",1576,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",8,"towel",2208,19279
"1577",1577,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",9,"soap",1304,20583
"1578",1578,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",10,"sink",2784,23367
"1579",1579,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",11,"stove",2184,25551
"1580",1580,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",12,"microwave",2136,27687
"1581",1581,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",13,"fridge",4840,32527
"1582",1582,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",14,"freezer",1856,34383
"1583",1583,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",15,"fruit",2872,37255
"1584",1584,"Sxqd47vsHSq",13,"Objects You Would Find in The Kitchen",16,"lids",3952,41207
"1585",1585,"Sxqd47vsHSq",14,"Musical Instruments",1,"flute",3880,3880
"1586",1586,"Sxqd47vsHSq",14,"Musical Instruments",2,"piano",2200,6080
"1587",1587,"Sxqd47vsHSq",14,"Musical Instruments",3,"gutiar",2895,8975
"1588",1588,"Sxqd47vsHSq",14,"Musical Instruments",4,"bass",2656,11631
"1589",1589,"Sxqd47vsHSq",14,"Musical Instruments",5,"drum",2480,14111
"1590",1590,"Sxqd47vsHSq",14,"Musical Instruments",6,"trombone",3392,17503
"1591",1591,"Sxqd47vsHSq",14,"Musical Instruments",7,"recoreder",2944,20447
"1592",1592,"Sxqd47vsHSq",14,"Musical Instruments",8,"guito",5800,26247
"1593",1593,"Sxqd47vsHSq",14,"Musical Instruments",9,"jumbay",3248,29495
"1594",1594,"Sxqd47vsHSq",14,"Musical Instruments",10,"harp",5751,35246
"1595",1595,"Sxqd47vsHSq",14,"Musical Instruments",11,"tringal",6728,41974
"1596",1596,"Sxqd47vsHSq",15,"Vegetables",1,"stringbeans'",54518,54518
"1597",1597,"Sxqd47vsHSq",15,"Vegetables",2,"asparagas",5248,59766
"1598",1598,"Sxqd47vsHSq",15,"Vegetables",3,"carrot",2520,62286
"1599",1599,"Sxqd47vsHSq",15,"Vegetables",4,"brocili",2888,65174
"1600",1600,"Sxqd47vsHSq",15,"Vegetables",5,"mushrooms'",3192,68366
"1601",1601,"Sxqd47vsHSq",15,"Vegetables",6,"klettuce'spinch",5880,74246
"1602",1602,"Sxqd47vsHSq",15,"Vegetables",7,"kale",3975,78221
"1603",1603,"Sxqd47vsHSq",16,"Pieces of Furniture",1,"chair",2823,2823
"1604",1604,"Sxqd47vsHSq",16,"Pieces of Furniture",2,"couch",1520,4343
"1605",1605,"Sxqd47vsHSq",16,"Pieces of Furniture",3,"bed",1544,5887
"1606",1606,"Sxqd47vsHSq",16,"Pieces of Furniture",4,"table",7584,13471
"1607",1607,"Sxqd47vsHSq",16,"Pieces of Furniture",5,"ottamine",9400,22871
"1608",1608,"Sxqd47vsHSq",17,"Clothing Articles",1,"shirt",3431,3431
"1609",1609,"Sxqd47vsHSq",17,"Clothing Articles",2,"shorts",1288,4719
"1610",1610,"Sxqd47vsHSq",17,"Clothing Articles",3,"pants",1160,5879
"1611",1611,"Sxqd47vsHSq",17,"Clothing Articles",4,"socks",1016,6895
"1612",1612,"Sxqd47vsHSq",17,"Clothing Articles",5,"sweatshirt",3304,10199
"1613",1613,"Sxqd47vsHSq",17,"Clothing Articles",6,"tanktop",4104,14303
"1614",1614,"Sxqd47vsHSq",17,"Clothing Articles",7,"underweaaar",2376,16679
"1615",1615,"Sxqd47vsHSq",17,"Clothing Articles",8,"shoes",1975,18654
"1616",1616,"Sxqd47vsHSq",17,"Clothing Articles",9,"flipflops",2352,21006
"1617",1617,"Sxqd47vsHSq",17,"Clothing Articles",10,"longsleeves",7040,28046
"1618",1618,"Sxqd47vsHSq",17,"Clothing Articles",11,"hat",51735,79781
"1619",1619,"Sxqd47vsHSq",17,"Clothing Articles",12,"scarf",2728,82509
"1620",1620,"Sxqd47vsHSq",17,"Clothing Articles",13,"gloves",2016,84525
"1621",1621,"Sxqd47vsHSq",17,"Clothing Articles",14,"jacket",2520,87045
"1622",1622,"Sxqd47vsHSq",18,"Vegetables",1,"stringbeans",16230,16230
"1623",1623,"Sxqd47vsHSq",18,"Vegetables",2,"broccli",3632,19862
"1624",1624,"Sxqd47vsHSq",18,"Vegetables",3,"carot",5440,25302
"1625",1625,"Sxqd47vsHSq",18,"Vegetables",4,"lettuce",30039,55341
"1626",1626,"Sxqd47vsHSq",18,"Vegetables",5,"kale",2280,57621
"1627",1627,"Sxqd47vsHSq",18,"Vegetables",6,"spinch",2152,59773
"1628",1628,"Sxqd47vsHSq",18,"Vegetables",7,"tomatoe",2224,61997
"1629",1629,"Sxqd47vsHSq",18,"Vegetables",8,"cucmber",2640,64637
"1630",1630,"Sxqd47vsHSq",18,"Vegetables",9,"pea",3632,68269
"1631",1631,"Sxqd47vsHSq",18,"Vegetables",10,"snowpeas",2584,70853
"1632",1632,"Sxqd47vsHSq",18,"Vegetables",11,"addemmammai",2856,73709
"1633",1633,"Sxqd47vsHSq",19,"Musical Instruments",1,"trinagle",7991,7991
"1634",1634,"Sxqd47vsHSq",19,"Musical Instruments",2,"drum",5728,13719
"1635",1635,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",1,"knife",4280,4280
"1636",1636,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",2,"spoon",2231,6511
"1637",1637,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",3,"pot",904,7415
"1638",1638,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",4,"pans",976,8391
"1639",1639,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",5,"fork",2624,11015
"1640",1640,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",6,"napkion",1392,12407
"1641",1641,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",7,"plate",2624,15031
"1642",1642,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",8,"bowl",1776,16807
"1643",1643,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",9,"cup",1184,17991
"1644",1644,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",10,"glass",2552,20543
"1645",1645,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",11,"sink",1032,21575
"1646",1646,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",12,"stove",1184,22759
"1647",1647,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",13,"fridge",1776,24535
"1648",1648,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",14,"freezer",1800,26335
"1649",1649,"Sxqd47vsHSq",20,"Objects You Would Find in The Kitchen",15,"microwave",3064,29399
"1650",1650,"Sxqd47vsHSq",21,"Cities",1,"la",4847,4847
"1651",1651,"Sxqd47vsHSq",21,"Cities",2,"ny",1088,5935
"1652",1652,"Sxqd47vsHSq",21,"Cities",3,"huston",5304,11239
"1653",1653,"Sxqd47vsHSq",21,"Cities",4,"atlanta",2560,13799
"1654",1654,"Sxqd47vsHSq",21,"Cities",5,"chi",1200,14999
"1655",1655,"Sxqd47vsHSq",21,"Cities",6,"maimi",4888,19887
"1656",1656,"Sxqd47vsHSq",21,"Cities",7,"dallas",5728,25615
"1657",1657,"Sxqd47vsHSq",21,"Cities",8,"sanfran",9160,34775
"1658",1658,"Sxqd47vsHSq",21,"Cities",9,"syracuse",3495,38270
"1659",1659,"Sxqd47vsHSq",21,"Cities",10,"hongkong",3832,42102
"1660",1660,"Sxqd47vsHSq",21,"Cities",11,"dubi",2409,44511
"1661",1661,"Sxqd47vsHSq",22,"Clothing Articles",1,"shirt",3488,3488
"1662",1662,"Sxqd47vsHSq",22,"Clothing Articles",2,"shoes",3632,7120
"1663",1663,"Sxqd47vsHSq",22,"Clothing Articles",3,"shorts",5568,12688
"1664",1664,"Sxqd47vsHSq",22,"Clothing Articles",4,"pants",1488,14176
"1665",1665,"Sxqd47vsHSq",22,"Clothing Articles",5,"siocks",3583,17759
"1666",1666,"Sxqd47vsHSq",22,"Clothing Articles",6,"gloves",2600,20359
"1667",1667,"Sxqd47vsHSq",22,"Clothing Articles",7,"sweatshirt",2897,23256
"1668",1668,"Sxqd47vsHSq",22,"Clothing Articles",8,"jacket",1799,25055
"1669",1669,"Sxqd47vsHSq",22,"Clothing Articles",9,"hat",2056,27111
"1670",1670,"Sxqd47vsHSq",22,"Clothing Articles",10,"underwear",3736,30847
"1671",1671,"Sxqd47vsHSq",22,"Clothing Articles",11,"baseballcap",18536,49383
"1672",1672,"Sxqd47vsHSq",23,"Pieces of Furniture",1,"chair]",4608,4608
"1673",1673,"Sxqd47vsHSq",23,"Pieces of Furniture",2,"tab;e",1464,6072
"1674",1674,"Sxqd47vsHSq",23,"Pieces of Furniture",3,"couch",5456,11528
"1675",1675,"Sxqd47vsHSq",23,"Pieces of Furniture",4,"bed",815,12343
"1676",1676,"Sxqd47vsHSq",23,"Pieces of Furniture",5,"desk",1656,13999
"1677",1677,"Sxqd47vsHSq",23,"Pieces of Furniture",6,"drawe",5456,19455
"1678",1678,"Sxqd47vsHSq",24,"Clothing Articles",1,"socks",2656,2656
"1679",1679,"Sxqd47vsHSq",24,"Clothing Articles",2,"shirt",1280,3936
"1680",1680,"Sxqd47vsHSq",24,"Clothing Articles",3,"pants",1607,5543
"1681",1681,"Sxqd47vsHSq",24,"Clothing Articles",4,"shorts",1817,7360
"1682",1682,"Sxqd47vsHSq",24,"Clothing Articles",5,"jacket",4431,11791
"1683",1683,"Sxqd47vsHSq",24,"Clothing Articles",6,"shoes",2200,13991
"1684",1684,"Sxqd47vsHSq",24,"Clothing Articles",7,"gloves",2112,16103
"1685",1685,"Sxqd47vsHSq",24,"Clothing Articles",8,"scarf",1928,18031
"1686",1686,"Sxqd47vsHSq",24,"Clothing Articles",9,"hat",1096,19127
"1687",1687,"Sxqd47vsHSq",24,"Clothing Articles",10,"sweatshirt",4384,23511
"1688",1688,"Sxqd47vsHSq",24,"Clothing Articles",11,"underwear",3192,26703
"1689",1689,"Sxqd47vsHSq",24,"Clothing Articles",12,"slides",48335,75038
"1690",1690,"Sxqd47vsHSq",24,"Clothing Articles",13,"flipflops",3192,78230
"1691",1691,"SZCzvIE47st",1,"Units of measurement",1,"centimeters",10247,10247
"1692",1692,"SZCzvIE47st",1,"Units of measurement",2,"feet",2943,13190
"1693",1693,"SZCzvIE47st",1,"Units of measurement",3,"yards",2384,15574
"1694",1694,"SZCzvIE47st",1,"Units of measurement",4,"inches",4792,20366
"1695",1695,"SZCzvIE47st",1,"Units of measurement",5,"millimeters",9752,30118
"1696",1696,"SZCzvIE47st",1,"Units of measurement",6,"grams",4816,34934
"1697",1697,"SZCzvIE47st",1,"Units of measurement",7,"pounds",2417,37351
"1698",1698,"SZCzvIE47st",1,"Units of measurement",8,"ounces",2359,39710
"1699",1699,"SZCzvIE47st",1,"Units of measurement",9,"kilograms",7799,47509
"1700",1700,"SZCzvIE47st",1,"Units of measurement",10,"miles",9264,56773
"1701",1701,"SZCzvIE47st",1,"Units of measurement",11,"kilometers",15576,72349
"1702",1702,"SZCzvIE47st",1,"Units of measurement",12,"kilometersperhour",6520,78869
"1703",1703,"SZCzvIE47st",1,"Units of measurement",13,"milesperhour",6375,85244
"1704",1704,"SZCzvIE47st",2,"Sporting Games",1,"hockey",4392,4392
"1705",1705,"SZCzvIE47st",2,"Sporting Games",2,"football",2583,6975
"1706",1706,"SZCzvIE47st",2,"Sporting Games",3,"soccer",1792,8767
"1707",1707,"SZCzvIE47st",2,"Sporting Games",4,"lacrosse",4921,13688
"1708",1708,"SZCzvIE47st",2,"Sporting Games",5,"baseball",2023,15711
"1709",1709,"SZCzvIE47st",2,"Sporting Games",6,"volleyball",3256,18967
"1710",1710,"SZCzvIE47st",2,"Sporting Games",7,"rowing",2448,21415
"1711",1711,"SZCzvIE47st",2,"Sporting Games",8,"fieldhockey",8288,29703
"1712",1712,"SZCzvIE47st",2,"Sporting Games",9,"swimming",3216,32919
"1713",1713,"SZCzvIE47st",2,"Sporting Games",10,"dance",2016,34935
"1714",1714,"SZCzvIE47st",2,"Sporting Games",11,"horseriding",6399,41334
"1715",1715,"SZCzvIE47st",2,"Sporting Games",12,"gymnastics",11432,52766
"1716",1716,"SZCzvIE47st",2,"Sporting Games",13,"basketball",9056,61822
"1717",1717,"SZCzvIE47st",2,"Sporting Games",14,"cricket",3288,65110
"1718",1718,"SZCzvIE47st",2,"Sporting Games",15,"rugby",2544,67654
"1719",1719,"SZCzvIE47st",2,"Sporting Games",16,"tabletennis",3064,70718
"1720",1720,"SZCzvIE47st",2,"Sporting Games",17,"tennis",1680,72398
"1721",1721,"SZCzvIE47st",2,"Sporting Games",18,"golf",1352,73750
"1722",1722,"SZCzvIE47st",2,"Sporting Games",19,"diving",9280,83030
"1723",1723,"SZCzvIE47st",2,"Sporting Games",20,"javelin",4319,87349
"1724",1724,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",1,"spoon",4799,4799
"1725",1725,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",2,"fork",1560,6359
"1726",1726,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",3,"knife",2008,8367
"1727",1727,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",4,"table",4160,12527
"1728",1728,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",5,"counter",3648,16175
"1729",1729,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",6,"oven",1488,17663
"1730",1730,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",7,"cuttingboard",5760,23423
"1731",1731,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",8,"towel",5864,29287
"1732",1732,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",9,"shredder",4832,34119
"1733",1733,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",10,"blender",2455,36574
"1734",1734,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",11,"pot",1328,37902
"1735",1735,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",12,"pan",1504,39406
"1736",1736,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",13,"sink",10880,50286
"1737",1737,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",14,"faucet",2440,52726
"1738",1738,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",15,"spatula",15311,68037
"1739",1739,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",16,"fridge",14176,82213
"1740",1740,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",17,"grill",4112,86325
"1741",1741,"SZCzvIE47st",3,"Objects You Would Find in The Kitchen",18,"stove",2192,88517
"1742",1742,"SZCzvIE47st",4,"Musical Instruments",1,"trumpet",4416,4416
"1743",1743,"SZCzvIE47st",4,"Musical Instruments",2,"guitar",2200,6616
"1744",1744,"SZCzvIE47st",4,"Musical Instruments",3,"flute",4056,10672
"1745",1745,"SZCzvIE47st",4,"Musical Instruments",4,"piano",2016,12688
"1746",1746,"SZCzvIE47st",4,"Musical Instruments",5,"bass",6576,19264
